0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;;;;;;
2;2;2;2;1;2;1;2;1;2;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;0.2;0.3;0.4;0.5;0
2;2;2;2;1;2;1;2;1;2;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;0.2;0.3;0.4;0.5;1
2;2;2;2;1;2;1;2;1;2;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;0.2;0.3;0.433333333;0.5;2
2;2;2;2;1;2;1;2;1;2;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;0.2;0.3;0.433333333;0.533333333;3
2;2;2;2;1;2;1;2;1;2;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;0.2;0.3;0.4;0.533333333;4
2;2;2;2;1;2;1;2;1;2;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;0.2;0.3;0.4;0.533333333;5
2;2;2;2;1;2;1;2;1;2;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;0.2;0.3;0.4;0.566666667;6
2;2;2;2;1;2;1;2;1;2;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;0.2;0.3;0.4;0.6;7
2;2;2;2;1;2;1;2;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0.166666667;0.3;0.366666667;0.6;8
2;2;2;2;1;2;1;2;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0.166666667;0.266666667;0.366666667;0.6;9
2;2;2;2;1;2;1;2;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0.166666667;0.266666667;0.4;0.6;10
2;2;2;2;1;2;1;2;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0.166666667;0.266666667;0.4;0.6;11
2;2;2;2;1;2;1;2;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0.166666667;0.266666667;0.4;0.6;12
2;2;2;2;1;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0.133333333;0.266666667;0.4;0.6;13
2;2;2;2;1;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0.133333333;0.266666667;0.4;0.633333333;14
2;2;2;2;1;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0.133333333;0.266666667;0.4;0.666666667;15
2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0.1;0.233333333;0.4;0.7;16
2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0.1;0.233333333;0.4;0.7;17
2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0.1;0.233333333;0.4;0.7;18
2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0.1;0.233333333;0.4;0.7;19
2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0.1;0.233333333;0.4;0.7;20
2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0.1;0.233333333;0.433333333;0.7;21
2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0.1;0.266666667;0.466666667;0.7;22
2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0.1;0.266666667;0.466666667;0.7;23
2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0.1;0.266666667;0.466666667;0.7;24
2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0.1;0.266666667;0.466666667;0.7;25
2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0.1;0.266666667;0.466666667;0.733333333;26
2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0.1;0.266666667;0.433333333;0.733333333;27
2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0.1;0.266666667;0.433333333;0.733333333;28
2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0.1;0.266666667;0.433333333;0.733333333;29
2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0.1;0.266666667;0.433333333;0.766666667;30
2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0.1;0.266666667;0.433333333;0.766666667;31
2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0.1;0.266666667;0.433333333;0.766666667;32
2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0.1;0.233333333;0.433333333;0.766666667;33
2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0.1;0.233333333;0.433333333;0.766666667;34
2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0.1;0.233333333;0.433333333;0.766666667;35
2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0.1;0.233333333;0.433333333;0.766666667;36
2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0.1;0.233333333;0.433333333;0.766666667;37
2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0.1;0.233333333;0.433333333;0.766666667;38
2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0.1;0.233333333;0.433333333;0.766666667;39
2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0.1;0.233333333;0.433333333;0.766666667;40
2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0.1;0.233333333;0.433333333;0.8;41
2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0.1;0.2;0.433333333;0.8;42
2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0.1;0.2;0.433333333;0.8;43
2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0.1;0.2;0.433333333;0.8;44
2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0.1;0.2;0.433333333;0.8;45
