complete,star,cycle,line,er,pa,pa2
295,242,20000,20000,357,336,20000
194,840,20000,20000,214,242,851
368,444,20000,20000,247,475,20000
203,597,20000,20000,202,396,20000
259,476,20000,20000,267,397,20000
300,342,20000,20000,189,199,20000
261,250,20000,20000,228,421,20000
222,315,20000,20000,316,174,20000
235,368,20000,20000,257,380,20000
117,398,20000,20000,259,297,20000
182,348,20000,20000,390,363,1031
208,563,20000,20000,177,168,393
197,372,20000,20000,215,320,20000
223,377,20000,20000,270,20000,20000
194,441,20000,20000,205,235,20000
318,430,20000,20000,252,389,520
664,480,20000,20000,200,693,20000
230,639,20000,20000,191,292,20000
169,642,20000,20000,435,478,20000
191,573,20000,20000,285,330,20000
148,418,20000,20000,279,358,20000
163,544,20000,20000,341,927,20000
318,347,20000,20000,220,462,20000
245,584,20000,20000,206,501,20000
153,344,20000,20000,250,474,20000
203,549,20000,20000,183,378,20000
217,702,20000,20000,172,502,443
194,486,20000,20000,204,754,698
190,624,20000,20000,152,561,314
204,456,20000,20000,158,205,20000
145,353,20000,20000,153,222,20000
239,531,20000,20000,356,377,457
327,349,20000,20000,202,437,20000
162,482,20000,20000,313,335,20000
243,393,20000,20000,210,328,20000
261,409,20000,20000,134,303,20000
301,935,20000,20000,228,415,20000
172,736,20000,20000,285,507,20000
362,406,20000,20000,284,640,20000
170,512,20000,20000,253,523,20000
190,462,20000,20000,292,385,20000
240,561,20000,20000,279,313,20000
193,388,20000,20000,216,329,1496
122,309,20000,20000,243,344,20000
130,345,20000,20000,357,349,20000
192,443,20000,20000,200,389,20000
258,441,20000,20000,307,271,20000
263,446,20000,20000,241,318,20000
139,400,20000,20000,196,719,20000
296,1015,20000,20000,146,459,20000
165,337,20000,20000,180,339,20000
323,518,20000,20000,445,213,20000
201,470,20000,20000,323,535,497
309,434,20000,20000,289,679,20000
201,715,20000,20000,298,260,20000
175,479,20000,20000,156,690,323
202,350,20000,20000,214,264,20000
256,504,20000,20000,229,356,20000
169,358,20000,20000,232,254,20000
311,715,20000,20000,266,313,20000
332,376,20000,20000,227,400,20000
290,517,20000,20000,192,20000,20000
335,537,20000,20000,188,362,20000
232,473,20000,20000,282,507,20000
223,307,20000,20000,179,422,20000
278,373,20000,20000,324,217,20000
149,416,20000,20000,343,314,20000
182,246,20000,20000,148,20000,20000
261,514,20000,20000,235,374,568
177,317,20000,20000,234,442,20000
232,955,20000,20000,205,664,20000
228,765,20000,20000,193,161,20000
346,432,20000,20000,164,337,20000
271,512,20000,20000,291,411,20000
571,289,20000,20000,524,398,20000
354,331,20000,20000,211,245,168
243,746,20000,20000,228,258,413
288,440,20000,20000,444,317,20000
205,497,20000,20000,182,214,20000
171,644,20000,20000,235,286,20000
184,376,20000,20000,330,310,20000
237,545,20000,20000,164,202,451
187,477,20000,20000,191,394,20000
371,411,20000,20000,165,901,20000
201,526,20000,20000,308,360,20000
179,345,20000,20000,184,417,20000
322,395,20000,20000,254,574,20000
113,518,20000,20000,156,652,436
192,365,20000,20000,136,160,20000
293,392,20000,20000,229,534,20000
249,629,20000,20000,239,326,403
157,440,20000,20000,131,319,20000
234,795,20000,20000,165,457,20000
121,455,20000,20000,363,134,1049
163,288,20000,20000,215,395,20000
223,389,20000,20000,182,298,20000
142,543,20000,20000,156,387,20000
166,442,20000,20000,230,361,20000
219,494,20000,20000,373,331,20000
190,383,20000,20000,216,344,1089
