complete,star,cycle,line,er,pa,pa2
49,57,20000,20000,41,20000,114
44,175,20000,20000,44,20000,20000
77,292,20000,20000,160,20000,60
100,172,20000,20000,44,36,29
43,88,20000,20000,60,20000,20000
47,67,20000,20000,71,20000,20000
96,159,20000,20000,37,20000,20000
33,60,20000,20000,24,142,20000
53,81,20000,20000,94,35,20000
21,48,20000,20000,32,167,20000
43,100,20000,20000,63,164,20000
45,158,20000,20000,83,30,20000
64,112,20000,20000,74,92,20000
25,92,20000,20000,136,80,20000
109,74,20000,20000,53,59,72
74,197,20000,20000,51,101,176
77,130,20000,20000,106,20000,20000
53,120,20000,20000,22,20000,20000
45,77,20000,20000,82,20000,20000
34,56,20000,20000,56,63,153
55,203,20000,20000,76,113,148
120,49,20000,20000,78,112,20000
37,105,20000,20000,46,172,84
47,64,20000,20000,142,132,20000
44,106,20000,20000,125,51,20000
61,137,20000,20000,27,20000,20000
78,95,20000,20000,72,224,120
49,137,20000,20000,53,20000,20000
41,102,20000,20000,44,53,20000
31,115,20000,20000,30,91,110
61,88,20000,20000,36,20000,42
23,108,20000,20000,75,88,217
45,114,20000,20000,52,118,20000
54,81,20000,20000,48,101,20000
64,142,20000,20000,61,20000,20000
126,67,20000,20000,95,274,20000
33,148,20000,20000,70,20000,20000
44,111,20000,20000,102,91,20000
27,395,20000,20000,139,85,45
39,62,20000,20000,44,173,37
31,65,20000,20000,83,93,20000
46,116,20000,20000,110,59,20000
31,56,20000,20000,27,20000,20000
62,115,20000,20000,41,72,20000
32,120,20000,20000,117,97,99
43,120,20000,20000,45,117,20000
59,68,20000,20000,96,63,20000
24,116,20000,20000,87,105,20000
38,144,20000,20000,57,20000,20000
62,102,20000,20000,125,137,31
56,314,20000,20000,92,48,20000
50,156,20000,20000,50,20000,20000
39,145,20000,20000,43,114,20000
43,116,20000,20000,65,71,316
106,177,20000,20000,43,20000,20000
23,110,20000,20000,31,20000,20000
73,78,20000,20000,156,20000,68
66,186,20000,20000,25,95,20000
27,52,20000,20000,105,105,20000
62,123,20000,20000,66,77,20000
36,70,20000,20000,40,20000,20000
52,91,20000,20000,24,20000,20000
70,172,20000,20000,133,127,45
44,98,20000,20000,58,20000,74
66,139,20000,20000,30,61,20000
54,131,20000,20000,41,20000,20000
31,169,20000,20000,69,75,120
42,131,20000,20000,85,20000,20000
54,147,20000,20000,84,66,20000
44,143,20000,20000,29,20000,20000
74,111,20000,20000,54,74,20000
42,172,20000,20000,50,236,20000
58,83,20000,20000,32,110,101
52,89,20000,20000,77,20000,118
26,92,20000,20000,90,108,209
32,86,20000,20000,31,20000,82
53,140,20000,20000,11,20000,75
40,60,20000,20000,33,20000,20000
31,119,20000,20000,98,20000,20000
53,76,20000,20000,43,20000,20000
37,175,20000,20000,108,54,20000
57,102,20000,20000,74,20000,20000
60,95,20000,20000,68,20000,20000
28,143,20000,20000,51,20000,20000
55,47,20000,20000,39,20000,20000
44,142,20000,20000,92,20000,20000
31,61,20000,20000,48,76,20000
54,56,20000,20000,63,20000,20000
21,80,20000,20000,51,46,20000
41,122,20000,20000,54,20000,20000
67,46,20000,20000,64,20000,20000
61,88,20000,20000,65,63,20000
59,182,20000,20000,64,54,124
53,184,20000,20000,54,117,154
37,68,20000,20000,50,92,20000
37,224,20000,20000,113,52,20000
60,102,20000,20000,59,101,20000
66,143,20000,20000,68,125,20000
98,141,20000,20000,63,20000,226
71,82,20000,20000,80,155,20000
