complete,star,cycle,line,er,pa,pa2
113,129,375,7746,2599,407,1045
1458,160,1356,8710,293,1519,727
277,189,2228,500,866,578,415
559,223,2015,1551,516,107,880
1202,348,369,1709,279,579,380
111,124,878,1713,345,1257,141
283,244,1886,7339,291,748,760
342,391,745,1194,73,1485,859
584,157,10000,1686,423,753,752
303,257,3230,10000,955,303,236
1303,68,4938,1682,260,224,658
822,360,943,10000,664,390,282
362,204,1533,10000,488,385,853
114,280,7148,10000,304,1134,997
83,356,1279,2354,813,1164,473
563,362,545,1986,568,516,722
772,243,1116,10000,425,403,1212
294,290,2463,10000,175,513,347
82,185,2489,5590,104,511,1316
113,159,899,10000,410,1031,650
212,183,3836,9446,343,1369,562
2006,114,3038,8979,453,449,844
317,618,3877,485,773,238,145
770,511,9921,1679,376,420,518
308,162,4759,4642,423,556,1036
178,174,1112,654,432,301,327
305,360,952,671,372,781,1919
151,149,8931,10000,114,339,457
189,244,7798,392,699,645,558
453,198,3785,1439,169,459,155
926,246,755,1199,1411,1299,654
300,174,4423,10000,482,530,441
279,211,664,2278,217,975,871
677,227,5025,2515,417,329,646
672,722,266,1821,104,254,441
1120,113,2381,9398,111,210,521
764,71,2337,3013,578,232,986
1138,168,4318,2799,1196,893,251
581,486,6332,1796,377,169,405
169,191,189,10000,557,320,655
370,128,2177,162,658,200,1408
349,151,1422,2606,900,859,898
177,343,2927,6706,852,739,1175
516,573,2017,2982,176,603,379
519,211,10000,472,424,270,391
210,128,2459,1304,556,104,654
171,482,1892,9064,791,730,290
313,423,3893,1716,270,1046,343
367,193,5815,5818,1492,506,1827
514,559,1809,10000,773,1204,596
503,392,3161,2841,502,504,556
541,254,5330,10000,233,214,1696
624,398,2299,10000,337,65,1137
253,223,7498,2173,1002,1171,583
604,172,2032,10000,950,573,361
450,274,8855,10000,1570,193,236
1808,203,7908,6997,500,244,335
332,330,10000,2715,1817,303,464
137,98,2402,4148,324,219,1158
385,271,7628,10000,747,381,298
146,206,6834,3770,399,361,213
1191,248,5245,1349,193,1405,397
303,227,2483,1261,368,607,1215
185,404,2492,1109,444,1183,288
320,139,2408,9437,1104,184,174
512,341,3308,915,1097,829,628
116,433,5447,1293,162,917,687
445,302,567,2974,861,352,1130
326,142,10000,7982,596,956,563
149,185,1771,803,242,381,2254
630,190,2094,8475,564,769,320
1298,538,10000,3689,882,766,1268
200,215,5455,8149,743,329,229
627,325,3631,143,1009,183,258
803,156,1091,1174,910,529,720
244,127,10000,367,350,880,353
547,209,804,10000,492,1353,1085
161,252,457,10000,732,671,1697
562,284,3157,1507,196,373,2870
792,486,1907,953,175,240,352
206,302,9039,945,621,76,1230
837,629,4404,912,367,374,353
379,164,2681,2670,490,435,363
175,151,1380,8470,202,53,606
313,159,1527,902,230,877,1735
399,180,10000,7818,1193,301,2210
284,177,6616,10000,398,480,446
521,297,465,10000,799,147,561
1427,211,8708,8432,1021,1153,456
674,191,931,3862,328,1229,2201
237,94,2089,5799,363,1383,207
243,199,2497,1948,281,701,1012
2870,111,5090,10000,439,395,179
214,74,662,408,338,496,1958
128,160,1243,2894,1614,1362,1006
306,191,2169,5646,580,189,168
704,222,283,4101,658,253,606
290,279,3612,10000,800,878,797
214,223,810,901,873,179,249
503,173,705,1815,1976,609,208
