complete,star,cycle,line,er,pa,pa2
2229,818,16888,17717,4806,7319,1583
2949,579,20000,20000,10975,2351,5224
6528,498,20000,20000,2339,2507,4743
4023,726,20000,20000,7926,771,3112
6790,950,20000,20000,2643,7495,9075
5336,1094,20000,20000,7732,1928,2377
7069,552,20000,20000,3998,1573,3422
3491,917,20000,20000,5290,1868,1566
2484,1047,20000,20000,2667,4770,2596
715,698,20000,20000,2766,3302,6245
4314,524,20000,8947,3593,2231,3885
1630,591,5404,20000,7633,2036,16774
3039,1747,20000,20000,2196,9629,2537
3276,584,20000,20000,9477,2808,4876
843,696,4693,20000,6020,6807,4509
5291,622,20000,20000,8580,3351,3205
9997,1918,7393,11696,4881,8406,4179
2899,569,20000,20000,2673,6657,1917
10196,1056,20000,20000,7642,1929,1655
1942,656,10362,20000,1052,5792,8275
2017,441,20000,20000,3865,5176,4856
6704,562,20000,20000,3495,653,9280
5488,689,20000,20000,7968,2855,3338
6185,602,20000,20000,7130,1506,10504
2199,798,20000,20000,9732,3857,7061
8881,816,18535,20000,2958,1783,6347
5791,1060,11263,20000,1983,1326,3678
4068,735,20000,20000,3740,4926,2338
3014,725,20000,20000,3016,1209,5488
7265,612,20000,20000,4051,11336,7260
3434,691,20000,20000,14293,1471,4430
4378,903,20000,20000,5624,3537,5274
6209,405,11895,17941,4363,4165,13983
937,971,13373,20000,6416,3773,4016
12464,1334,20000,20000,4748,2610,5167
3749,741,16388,20000,16854,3889,2319
3484,695,20000,20000,5501,4715,3889
19396,1106,20000,20000,4034,3225,3070
3113,603,20000,20000,12571,6128,6596
4284,1180,20000,6535,863,2343,3378
3108,1104,20000,20000,3459,1988,2979
8542,1280,20000,20000,6684,1471,9200
1503,876,20000,20000,2896,3030,2055
1735,549,16084,20000,2534,4603,13898
8649,646,20000,20000,12179,1188,3916
2326,624,20000,20000,1917,6529,6934
4983,886,15585,20000,4750,3907,12213
3376,613,7865,20000,2071,7362,6408
1450,475,20000,20000,4246,918,5570
4023,1028,20000,20000,4687,1584,1242
5087,668,20000,20000,2998,2410,4416
5594,552,20000,20000,1630,1497,4981
2841,611,20000,8727,2901,936,9123
2228,1010,20000,20000,5930,5417,1118
2473,586,20000,10376,9560,3331,5802
1442,632,20000,20000,1222,6466,1915
7491,567,20000,20000,3385,1577,4022
1159,1247,13142,20000,5494,3277,8085
3897,589,5359,20000,6379,5006,4572
4927,969,20000,20000,7078,2843,3473
2574,1270,20000,20000,1706,1706,10799
1717,986,20000,5624,1089,6849,2492
5891,785,20000,20000,7015,508,4879
13355,2004,20000,20000,4120,2544,6561
1610,944,11837,20000,3468,7276,2599
2422,873,20000,17023,1856,7644,1662
1295,1045,20000,20000,4766,1091,13283
2328,332,20000,20000,5505,343,4255
8597,855,20000,20000,6581,2130,6694
3202,1036,20000,20000,2758,2629,4810
3360,537,13386,20000,5010,14351,2227
7745,723,20000,2573,1959,3802,4539
4901,1167,20000,20000,2054,3326,4880
2621,645,20000,20000,756,843,3757
9118,1604,20000,20000,4813,2247,2304
7733,1248,20000,20000,3559,2491,2151
2177,1541,20000,20000,1874,1285,2311
10283,497,10246,18913,3354,3436,4813
2786,593,20000,20000,3650,1143,4846
3693,927,8231,20000,4686,5433,6747
20000,476,10449,20000,3117,1343,1520
2218,759,15203,9255,5924,4310,2163
1773,511,20000,20000,1635,2938,1130
1810,1034,20000,20000,2074,1633,2856
2596,779,20000,20000,1210,6331,1470
8077,1411,20000,20000,7992,3831,5116
1225,1265,20000,20000,3399,4230,6040
1908,637,20000,7042,1477,946,9665
1659,669,20000,20000,3452,1068,2729
8069,1369,9676,20000,6538,1201,12830
1312,514,20000,20000,3482,1624,5713
3024,1885,20000,20000,1466,3492,1882
2429,793,20000,20000,5382,2081,6103
1999,727,20000,5090,2802,1885,2105
6133,560,11842,20000,2742,1287,6464
3146,906,20000,9959,1537,1802,2476
12392,470,20000,3681,7875,1709,4181
1624,1028,4286,20000,2247,2129,7144
3335,1279,13785,20000,3681,3271,9063
388,829,20000,20000,2034,3259,4239
