Complete_time,Complete_timeType,Complete_opinion1,Complete_opinion2,Star_time,Star_timeType,Star_opinion1,Star_opinion2,SW_time,SW_timeType,SW_opinion1,SW_opinion2,ER_time,ER_timeType,ER_opinion1,ER_opinion2,PA_time,PA_timeType,PA_opinion1,PA_opinion2,L2_time,L2_timeType,L2_opinion1,L2_opinion2
10000,2,152,57,10000,2,8,242,10000,2,0,67,10000,2,16,135,10000,2,85,0,10000,2,69,164
10000,2,31,94,4085,1,0,2,10000,2,96,93,10000,2,165,10,10000,2,0,131,10000,2,67,173
10000,2,134,7,1505,1,237,8,10000,2,109,64,10000,2,107,118,10000,2,0,202,10000,2,7,5
10000,2,0,218,2092,1,243,1,10000,2,0,56,10000,2,0,29,5684,1,249,0,10000,2,72,159
10000,2,157,0,1807,1,3,3,10000,2,76,135,10000,2,0,201,10000,2,94,156,10000,2,0,14
10000,2,146,0,1948,1,245,4,10000,2,151,75,10000,2,128,75,10000,2,0,108,10000,2,183,0
10000,2,0,235,1986,1,246,2,10000,2,37,184,10000,2,92,158,10000,2,145,3,10000,2,71,179
10000,2,65,82,2401,1,1,248,10000,2,136,0,10000,2,135,4,10000,2,147,19,10000,2,85,112
10000,2,209,18,2115,1,1,247,10000,2,181,69,10000,2,109,74,10000,2,0,1,10000,2,60,25
10000,2,99,75,2308,1,1,247,10000,2,99,52,10000,2,187,0,10000,2,26,105,9435,1,0,249
10000,2,63,119,2877,1,0,247,10000,2,108,131,10000,2,116,134,10000,2,229,0,10000,2,71,48
10000,2,86,88,2587,1,3,244,10000,2,106,9,10000,2,52,113,10000,2,177,73,10000,2,181,0
10000,2,20,102,2477,1,2,248,10000,2,195,42,10000,2,39,59,10000,2,159,4,10000,2,44,153
10000,2,165,85,2834,1,242,7,10000,2,94,149,10000,2,121,58,10000,2,59,145,10000,2,23,0
10000,2,52,180,1661,1,3,242,10000,2,80,80,10000,2,69,114,5452,0,250,0,10000,2,15,232
10000,2,68,68,1942,1,2,246,10000,2,223,0,10000,2,36,61,10000,2,98,140,10000,2,58,192
10000,2,96,144,2369,1,2,0,10000,2,0,33,10000,2,0,107,10000,2,34,186,10000,2,0,162
10000,2,0,87,3612,0,250,0,10000,2,44,26,10000,2,52,198,10000,2,122,116,10000,2,0,150
10000,2,88,162,1842,1,3,245,10000,2,21,182,10000,2,149,1,10000,2,195,3,10000,2,0,226
10000,2,126,71,2732,1,246,2,10000,2,0,171,10000,2,76,122,10000,2,148,1,10000,2,144,2
10000,2,9,150,2301,1,2,1,10000,2,72,104,10000,2,107,68,10000,2,0,156,10000,2,53,115
10000,2,109,26,1844,1,246,2,10000,2,81,51,10000,2,144,87,10000,2,138,52,10000,2,149,0
10000,2,34,33,4288,0,250,0,10000,2,140,17,10000,2,120,0,10000,2,196,51,10000,2,37,124
10000,2,174,2,3374,1,2,0,10000,2,87,34,10000,2,141,78,10000,2,0,27,10000,2,62,97
10000,2,43,136,2644,1,248,1,10000,2,76,140,10000,2,21,82,10000,2,133,92,10000,2,75,65
10000,2,82,69,2171,1,3,0,10000,2,115,34,10000,2,41,198,9667,1,249,1,10000,2,82,0
10000,2,137,0,2808,1,1,247,10000,2,27,132,10000,2,70,94,10000,2,143,29,10000,2,3,83
10000,2,242,8,2627,1,2,247,10000,2,135,36,10000,2,89,116,10000,2,52,198,10000,2,0,147
10000,2,13,147,2997,1,1,248,10000,2,63,116,10000,2,45,0,10000,2,8,168,10000,2,73,25
10000,2,228,4,3102,1,244,5,10000,2,52,89,10000,2,83,133,10000,2,111,0,10000,2,153,15
10000,2,163,77,2244,1,1,1,10000,2,73,93,10000,2,181,57,10000,2,162,51,10000,2,0,78
10000,2,24,177,2924,1,245,4,10000,2,116,61,10000,2,117,118,10000,2,118,15,10000,2,107,5
10000,2,90,145,2881,1,0,2,10000,2,64,139,10000,2,201,17,10000,2,118,0,10000,2,90,54
10000,2,9,3,2356,1,245,1,10000,2,111,125,10000,2,10,108,10000,2,35,215,10000,2,14,213
10000,2,119,16,3367,1,249,1,10000,2,54,175,10000,2,91,121,10000,2,0,245,10000,2,0,158
10000,2,190,50,1521,1,241,2,10000,2,0,229,10000,2,44,108,10000,2,99,12,10000,2,185,56
10000,2,175,6,2006,1,248,2,10000,2,98,74,10000,2,81,50,10000,2,196,53,10000,2,0,117
10000,2,109,116,2710,1,2,246,10000,2,12,18,10000,2,194,33,10000,2,58,0,10000,2,3,27
10000,2,16,167,2065,1,0,2,10000,2,176,0,10000,2,53,125,4845,1,0,1,10000,2,34,65
10000,2,160,72,3336,1,0,2,10000,2,85,12,10000,2,176,0,10000,2,12,56,10000,2,127,4
10000,2,231,19,2952,1,0,248,10000,2,102,134,10000,2,103,126,10000,2,52,105,10000,2,33,0
10000,2,84,100,2959,1,1,0,10000,2,95,0,10000,2,115,110,10000,2,0,202,10000,2,123,113
10000,2,180,34,2330,1,0,2,10000,2,161,0,10000,2,90,23,10000,2,102,7,10000,2,174,60
10000,2,187,20,3117,1,0,246,10000,2,109,0,10000,2,25,79,10000,2,140,0,10000,2,106,129
10000,2,80,27,4980,1,248,0,10000,2,123,108,10000,2,24,54,10000,2,72,0,10000,2,130,120
10000,2,43,58,2065,1,4,0,10000,2,101,80,10000,2,140,26,10000,2,218,32,10000,2,119,0
10000,2,52,185,2939,1,0,248,10000,2,54,89,10000,2,10,44,10000,2,62,0,10000,2,9,0
10000,2,31,219,3594,1,249,1,10000,2,8,79,10000,2,26,122,6348,1,1,0,10000,2,129,75
10000,2,150,25,4562,1,4,246,10000,2,119,2,10000,2,184,51,10000,2,81,0,10000,2,138,0
10000,2,168,10,3128,1,246,0,10000,2,69,176,10000,2,47,93,10000,2,109,45,10000,2,240,0
10000,2,112,87,2074,1,248,0,10000,2,108,95,10000,2,44,26,10000,2,29,0,10000,2,7,102
10000,2,40,201,2988,1,0,247,10000,2,77,111,10000,2,16,224,10000,2,158,28,10000,2,14,196
10000,2,117,0,1674,1,3,5,10000,2,97,5,10000,2,22,67,10000,2,77,58,10000,2,96,0
10000,2,41,102,2861,0,0,0,10000,2,0,207,10000,2,0,174,10000,2,0,203,10000,2,97,152
10000,2,47,113,2584,1,0,3,10000,2,112,80,10000,2,142,0,10000,2,15,16,10000,2,103,147
10000,2,0,84,3500,1,241,0,10000,2,145,88,10000,2,0,129,10000,2,0,78,10000,2,63,69
10000,2,35,185,1853,1,243,2,10000,2,15,202,10000,2,67,67,10000,2,46,121,10000,2,171,58
10000,2,189,28,2898,1,2,247,10000,2,60,185,10000,2,62,78,10000,2,53,0,10000,2,53,45
10000,2,63,156,2286,1,245,1,10000,2,92,119,10000,2,207,0,10000,2,61,16,10000,2,90,70
10000,2,81,30,1978,1,0,246,10000,2,124,41,10000,2,160,25,10000,2,121,77,10000,2,112,134
10000,2,0,67,1954,0,0,250,10000,2,202,15,10000,2,82,168,10000,2,30,73,10000,2,38,41
10000,2,153,0,5711,1,248,2,10000,2,123,61,10000,2,19,45,10000,2,9,0,7656,1,248,2
10000,2,172,57,2187,1,3,1,10000,2,8,168,10000,2,15,38,10000,2,198,32,10000,2,18,89
10000,2,164,30,2165,1,2,247,10000,2,53,194,10000,2,121,129,10000,2,170,28,10000,2,77,49
10000,2,68,102,1669,1,5,244,10000,2,48,140,10000,2,68,156,10000,2,20,181,10000,2,81,57
10000,2,46,124,1879,1,1,243,10000,2,105,94,10000,2,104,72,10000,2,21,0,10000,2,180,70
10000,2,141,87,3456,1,0,249,10000,2,30,204,10000,2,219,31,10000,2,69,96,10000,2,210,40
10000,2,19,99,3499,1,8,0,10000,2,125,90,10000,2,77,101,10000,2,47,93,10000,2,137,113
10000,2,92,128,1902,1,244,4,10000,2,49,64,10000,2,148,30,10000,2,30,0,10000,2,143,104
10000,2,55,152,2716,1,2,0,10000,2,51,92,10000,2,57,76,10000,2,0,142,10000,2,64,109
10000,2,206,44,1813,1,0,247,10000,2,21,124,10000,2,157,0,10000,2,8,117,10000,2,12,207
10000,2,177,51,1669,1,247,0,10000,2,60,190,10000,2,83,0,10000,2,227,7,10000,2,84,117
10000,2,0,81,2256,1,1,249,10000,2,101,63,10000,2,164,68,8419,1,246,0,10000,2,44,0
10000,2,5,66,2194,0,0,0,10000,2,182,50,10000,2,58,127,10000,2,100,0,10000,2,28,12
10000,2,58,191,2395,1,244,6,10000,2,0,205,10000,2,70,56,10000,2,125,125,10000,2,58,165
10000,2,16,13,2307,0,250,0,10000,2,55,121,10000,2,56,72,10000,2,106,130,10000,2,116,99
10000,2,28,128,1493,1,6,4,10000,2,20,103,10000,2,58,95,10000,2,57,114,10000,2,147,8
10000,2,43,6,2332,1,0,2,10000,2,74,95,10000,2,102,148,10000,2,0,103,10000,2,91,108
10000,2,3,231,2347,1,0,2,10000,2,32,102,10000,2,78,68,10000,2,56,148,10000,2,2,91
10000,2,61,17,3021,1,3,0,10000,2,113,18,10000,2,86,164,10000,2,113,1,10000,2,210,40
10000,2,51,93,2056,0,0,250,10000,2,31,158,10000,2,138,100,10000,2,226,4,10000,2,10,151
10000,2,17,72,3061,1,1,249,10000,2,27,66,10000,2,78,78,10000,2,117,108,10000,2,129,13
10000,2,126,56,2956,1,248,0,10000,2,49,39,10000,2,0,96,8939,1,249,1,10000,2,107,11
10000,2,55,77,2296,1,1,249,10000,2,188,7,10000,2,61,79,10000,2,25,137,10000,2,81,51
10000,2,1,71,2378,1,248,1,10000,2,99,30,10000,2,133,65,9448,1,249,0,10000,2,88,160
