Complete_time,Complete_timeType,Complete_opinion1,Complete_opinion2,Star_time,Star_timeType,Star_opinion1,Star_opinion2,SW_time,SW_timeType,SW_opinion1,SW_opinion2,ER_time,ER_timeType,ER_opinion1,ER_opinion2,PA_time,PA_timeType,PA_opinion1,PA_opinion2,L2_time,L2_timeType,L2_opinion1,L2_opinion2
1213,1,0,2,1594,1,87,163,1267,0,250,0,1346,0,0,0,1408,0,250,0,1950,1,244,3
1293,0,250,0,1465,0,250,0,1562,0,0,250,1305,1,249,1,1904,1,8,6,6273,1,11,239
1138,0,0,250,1428,1,81,169,1678,0,250,0,1331,0,0,250,1454,1,247,2,3011,0,250,0
1384,0,0,250,301,1,75,71,1909,0,0,250,1361,1,1,249,1975,1,249,1,2347,1,249,0
1119,0,0,250,1383,0,250,0,1290,0,250,0,1383,0,0,250,1530,1,2,2,2715,1,95,19
1001,0,250,0,1401,1,86,164,1458,0,0,250,1177,1,1,249,1273,0,250,0,2813,1,247,1
871,0,0,0,1278,0,250,0,1431,1,248,1,1120,0,0,0,1402,0,250,0,3646,1,19,231
1190,0,0,250,1347,1,249,0,1522,1,248,2,1700,1,248,1,1724,1,1,249,3086,1,9,241
1375,0,250,0,1026,1,87,159,1954,1,1,248,1615,0,250,0,1573,1,5,245,1402,0,250,0
1335,0,0,250,1207,1,85,165,1575,1,249,1,1441,0,0,0,1249,0,250,0,2700,1,39,209
1475,0,0,250,301,1,84,88,1079,0,250,0,1376,1,1,0,2222,1,8,242,2615,1,247,3
1303,0,0,250,301,1,80,91,1242,0,250,0,1525,1,249,0,2205,1,249,1,1621,1,245,2
1514,1,249,0,1599,0,250,0,1544,1,2,248,1533,0,250,0,1806,1,4,5,3203,0,250,0
1122,0,0,250,1049,1,88,160,1393,1,1,249,1939,1,249,1,1642,0,250,0,1852,1,88,158
1254,0,0,0,1462,0,250,0,1917,0,0,250,1605,1,249,0,1670,0,250,0,2124,1,93,155
1092,0,0,0,1345,1,80,170,1654,0,0,0,1425,0,250,0,1782,1,5,245,2013,1,9,241
1507,0,0,250,1609,1,249,1,1655,1,1,249,1516,0,250,0,1513,1,249,0,1662,1,82,20
1171,0,0,0,1248,1,84,166,1330,0,0,250,1532,1,0,1,1472,1,6,242,4245,1,139,86
1246,0,0,0,301,1,85,74,2081,0,250,0,1938,1,249,0,1716,1,9,241,1945,1,249,1
1266,0,250,0,1859,0,250,0,1474,0,0,250,1656,0,0,0,1688,1,249,1,3981,1,248,0
1284,1,1,248,1360,1,99,151,1517,0,0,250,1403,0,0,250,1576,0,250,0,1412,1,244,3
1231,0,0,0,301,1,89,91,1476,0,250,0,1497,1,1,0,1252,0,250,0,2077,1,249,1
1179,1,1,0,1190,1,85,165,2613,1,1,0,1224,0,250,0,1641,1,8,240,2250,1,246,0
1353,0,250,0,1361,1,85,165,2220,0,250,0,1312,0,0,250,1782,1,249,1,1817,1,129,121
1738,1,1,0,1181,1,81,166,1371,0,0,250,1450,0,0,250,1431,0,250,0,1883,1,18,232
1184,0,250,0,301,1,87,76,1597,0,250,0,1477,0,0,250,1625,1,10,240,1556,0,250,0
905,0,0,0,301,1,86,94,3267,1,2,248,2053,0,0,250,2062,1,3,8,2514,1,248,2
1419,0,250,0,1531,1,81,168,1660,1,248,1,1190,0,250,0,2341,0,250,0,2423,1,71,178
1218,1,1,1,1085,1,73,177,1485,1,249,1,1288,1,249,1,2037,1,7,2,2987,1,84,162
1128,0,0,0,874,0,250,0,2068,1,249,0,1033,0,250,0,1533,1,5,245,2743,1,245,0
1343,0,0,250,1496,1,249,1,1492,0,250,0,1288,1,246,1,1213,1,4,246,2705,1,245,4
1138,1,1,247,1172,1,77,172,1337,1,249,1,1243,0,0,250,1948,1,8,3,2222,1,249,1
1270,0,0,0,1470,1,82,168,1594,0,250,0,1324,0,0,0,1257,0,250,0,2403,1,69,181
1178,1,247,1,1387,1,80,170,1145,0,250,0,1439,0,0,250,1398,1,4,246,2053,0,250,0
838,0,0,250,1293,1,84,165,1452,0,250,0,1453,0,0,250,1635,0,250,0,1874,1,247,3
1360,1,2,247,1502,0,250,0,1544,1,119,131,1503,0,0,0,1602,1,249,1,2068,1,249,1
1341,0,0,250,1113,0,250,0,1729,1,249,0,1243,0,250,0,1703,1,4,245,2567,1,104,132
1135,0,250,0,1464,1,81,169,1802,1,249,1,1383,1,1,249,1463,1,249,0,2457,0,250,0
1515,1,1,0,301,1,87,89,1253,0,0,250,2121,1,249,1,1341,1,248,2,1966,1,248,0
1243,0,0,250,1185,0,250,0,1212,0,250,0,1470,0,0,0,1670,1,5,3,1779,1,249,1
1378,0,250,0,1394,0,250,0,1282,0,250,0,1826,0,250,0,1364,1,249,1,1917,0,250,0
1360,1,249,0,301,1,81,78,1650,1,249,0,1283,0,0,250,2162,1,249,0,1701,1,61,57
1284,0,0,0,1285,1,88,162,1985,0,250,0,2434,1,0,1,1625,1,4,246,2329,1,245,3
1069,1,245,2,301,1,77,83,1301,0,0,250,1384,0,0,250,1449,0,250,0,1552,1,83,70
1287,1,0,249,301,1,85,86,1901,0,0,250,1389,1,1,0,1611,0,250,0,3467,0,250,0
1221,0,250,0,1353,1,249,1,1577,1,1,1,1511,0,250,0,1218,0,250,0,1899,0,250,0
1239,0,0,0,1633,1,84,166,1147,0,250,0,1254,0,0,0,1500,1,6,5,2504,1,110,139
1610,1,1,249,978,0,250,0,2080,1,248,0,1479,0,250,0,2070,1,249,0,1985,1,121,126
1630,0,0,0,1427,1,249,0,1543,0,250,0,1443,0,250,0,1570,1,6,2,2019,1,246,1
1301,1,249,0,1651,0,250,0,1560,0,250,0,1303,0,250,0,1741,1,3,247,2512,1,132,8
1044,0,250,0,301,1,82,68,1302,0,250,0,1316,0,250,0,1655,1,8,242,1793,1,249,0
1395,0,0,250,1473,1,249,1,1653,0,0,250,1825,1,249,1,1987,1,249,1,2639,1,10,240
